State,Park ,Recreation Visitors,Percent Change,ConcessionerLodgingOvernights,ConcessionerLodgingOvernightsPercentChange,ConcessionerCampingOvernights,ConcessionerCampingOvernightsPercentChange,TentOvernights,TentOvernightPercentChange,RecreationVehicleOvernights,RecreationVehicleOvernightsPercentChange,BackcountryOvernights,BackcountryOvernightsPercentChange
North Carolina,Carl Sandburg Home NHS,"42,672",-45.39%,0,,0,,0,,0,,0,
North Carolina,Fort Raleigh NHS,"153,519",-38.13%,0,,0,,0,,0,,0,
North Carolina,Great Smoky Mountains NP,"5,322,116",-3.60%,0,,0,,"53,106",6.37%,"41,833",13.62%,"39,552",-4.95%
North Carolina,Guilford Courthouse NMP,"186,020",-16.92%,0,,0,,0,,0,,0,
North Carolina,Moores Creek NB,"58,786",-23.66%,0,,0,,0,,0,,51,-80.53%
North Carolina,Wright Brothers NMEM,"277,963",-30.53%,0,,0,,0,,0,,0,
North Dakota,Fort Union Trading Post NHS,"5,225",-59.71%,0,,0,,0,,0,,0,
North Dakota,Knife River Indian Villages NHS,"5,263",-49.17%,0,,0,,0,,0,,0,
North Dakota,Theodore Roosevelt NP,"551,303",-20.29%,0,,0,,227,-98.65%,505,-97.54%,"2,591",252.52%
Ohio,Charles Young Buffalo Soldiers NM,"2,461",-82.55%,0,,0,,0,,0,,0,
Ohio,Cuyahoga Valley NP,"2,755,628",23.13%,"2,141",-72.47%,0,,0,,0,,0,
Ohio,Dayton Aviation Heritage NHP,"39,851",-57.92%,0,,0,,0,,0,,0,
Ohio,First Ladies NHS,"2,406",-77.95%,0,,0,,0,,0,,0,
Ohio,Hopewell Culture NHP,"35,710",-40.82%,0,,0,,0,,0,,0,
Ohio,James A. Garfield NHS,"14,797",-64.18%,0,,0,,0,,0,,0,
Ohio,Perry's Victory & Intl. Peace MEM,"40,469",-66.64%,0,,0,,0,,0,,0,
Ohio,William Howard Taft NHS,"11,100",-65.74%,0,,0,,0,,0,,0,
Oklahoma,Chickasaw NRA,"1,348,122",-5.24%,0,,0,,"42,548",-22.84%,"33,965",-27.95%,0,
Oklahoma,Washita Battlefield NHS,"12,520",37.30%,0,,0,,0,,0,,0,
Oregon,Crater Lake NP,"670,500",-4.83%,"24,491",-29.25%,"17,658",41.51%,0,-100.00%,0,,"3,135",28.69%
Oregon,John Day Fossil Beds NM,"88,571",-55.06%,0,,0,,0,,0,,0,
Oregon,Lewis & Clark NHP,"161,230",-40.50%,0,,0,,0,,0,,0,
Oregon,Oregon Caves NM & PRES,"22,789",-64.94%,0,,0,,0,,0,,0,
Pennsylvania,Allegheny Portage Railroad NHS,"136,029",-28.10%,0,,0,,0,,0,,0,
Pennsylvania,Delaware Water Gap NRA,"1,179,872",20.55%,0,,"8,482",12.99%,0,,0,,982,-43.30%
Pennsylvania,Edgar Allan Poe NHS,"2,418",-84.43%,0,,0,,0,,0,,0,
Pennsylvania,Eisenhower NHS,"7,926",-83.23%,0,,0,,0,,0,,0,
Pennsylvania,Flight 93 NMEM,"244,364",-40.58%,0,,0,,0,,0,,0,
Pennsylvania,Fort Necessity NB,"199,801",-35.98%,0,,0,,0,,0,,0,
Pennsylvania,Friendship Hill NHS,"19,462",-43.03%,0,,0,,0,,0,,0,
Pennsylvania,Gettysburg NMP,"536,553",-42.00%,0,,0,,0,,0,,0,
Pennsylvania,Hopewell Furnace NHS,"34,288",-31.23%,0,,0,,0,,0,,0,
Pennsylvania,Independence NHP,"907,090",-79.99%,0,,0,,0,,0,,0,
Pennsylvania,Johnstown Flood NMEM,"87,805",-52.06%,0,,0,,0,,0,,0,
Pennsylvania,Steamtown NHS,"27,322",-74.08%,0,,0,,0,,0,,0,
Pennsylvania,Thaddeus Kosciuszko NMEM,0,-100.00%,0,,0,,0,,0,,0,
Pennsylvania,Upper Delaware S&RR,"125,099",16.08%,0,,0,,0,,0,,0,
Pennsylvania,Valley Forge NHP,"2,012,832",-10.93%,0,,0,,0,,0,,0,
Puerto Rico,San Juan NHS,"357,100",-70.18%,0,,0,,0,,0,,0,
Rhode Island,Roger Williams NMEM,"13,971",-76.49%,0,,0,,0,,0,,0,
South Carolina,Charles Pinckney NHS,"23,723",-33.17%,0,,0,,0,,0,,0,
South Carolina,Congaree NP,"119,306",-25.17%,0,,0,,0,,0,,724,-17.82%
South Carolina,Cowpens NB,"226,903",1.56%,0,,0,,0,,0,,0,
South Carolina,Fort Sumter and Fort Moultrie NHP,"365,133",-58.41%,0,,0,,0,,0,,0,
South Carolina,Kings Mountain NMP,"249,477",-4.79%,0,,0,,0,,0,,7,-89.55%
South Carolina,Ninety Six NHS,"95,418",-1.93%,0,,0,,0,,0,,0,
South Dakota,Badlands NP,"916,932",-5.57%,"7,324",3.27%,"13,109",-33.86%,"3,739",7.13%,690,-25.81%,"4,514",81.07%
South Dakota,Jewel Cave NM,"35,878",-70.95%,0,,0,,0,,0,,0,
South Dakota,Minuteman Missile NHS,"98,908",-21.36%,0,,0,,0,,0,,0,
South Dakota,Missouri NRR,"111,602",-13.67%,0,,0,,0,,0,,0,
South Dakota,Mount Rushmore NMEM,"2,074,986",5.68%,0,,0,,0,,0,,0,
South Dakota,Wind Cave NP,"448,405",-27.13%,0,,0,,"2,576",-29.07%,"2,737",-26.33%,403,9.21%
Tennessee,Andrew Johnson NHS,"46,092",-9.96%,0,,0,,0,,0,,0,
Tennessee,Big South Fork NRRA,"455,850",2.95%,921,-47.40%,0,,"12,306",126.25%,"24,368",20.75%,"6,850",37.94%
Tennessee,Chickamauga & Chattanooga NMP,"339,208",-30.57%,0,,0,,0,,0,,0,
Tennessee,Fort Donelson NB,"325,496",27.93%,0,,0,,0,,0,,0,
Tennessee,Great Smoky Mountains NP,"6,773,604",-3.60%,"8,083",-26.22%,0,,"91,385",-13.37%,"73,734",-3.90%,"50,340",-4.94%
Tennessee,Manhattan Project NHP,"9,610",-68.10%,0,,0,,0,,0,,0,
Tennessee,Natchez Trace PKWY,"796,225",-2.72%,0,,0,,267,-87.71%,873,-76.42%,0,
Tennessee,Obed W&SR,"237,837",7.47%,0,,0,,"12,053",38.76%,0,,"2,059",586.33%
Tennessee,Shiloh NMP,"386,883",7.17%,0,,0,,0,,0,,0,
Tennessee,Stones River NB,"301,270",5.89%,0,,0,,0,,0,,0,
Texas,Alibates Flint Quarries NM,"4,269",-51.75%,0,,0,,0,,0,,0,
Texas,Amistad NRA,"1,424,139",12.32%,0,,0,,0,,"7,686",-24.59%,0,
Texas,Big Bend NP,"393,907",-15.08%,"15,534",-68.44%,"4,866",-61.44%,"32,197",-40.82%,"26,952",-6.56%,"28,219",21.01%
Texas,Big Thicket NPRES,"309,053",20.76%,0,,0,,0,,0,,"1,686",9.77%
Texas,Chamizal NMEM,"19,180",-49.83%,0,,0,,0,,0,,0,
Texas,Fort Davis NHS,"35,920",-30.92%,0,,0,,0,,0,,0,
Texas,Guadalupe Mountains NP,"151,256",-19.90%,0,,0,,"5,753",-45.83%,"5,024",-21.29%,"1,715",-39.57%
Texas,Lake Meredith NRA,"1,612,784",21.41%,0,,0,,"14,653",15.96%,"60,236",4.91%,0,
Texas,Lyndon B. Johnson NHP,"75,322",-32.73%,0,,0,,0,,0,,0,
Texas,Padre Island NS,"617,704",7.18%,0,,0,,"12,503",-37.52%,"28,303",-19.65%,"13,586",-0.11%
Texas,Palo Alto Battlefield NHP,"97,860",-34.64%,0,,0,,0,,0,,0,
Texas,Rio Grande W&SR,126,-61.11%,0,,0,,0,,0,,"1,183",-35.78%
Texas,San Antonio Missions NHP,"1,141,353",-10.91%,0,,0,,0,,0,,0,
Texas,Waco Mammoth NM,"46,457",-58.27%,0,,0,,0,,0,,0,
Utah,Arches NP,"1,238,083",-25.40%,0,,0,,"10,382",-40.75%,"10,621",-34.80%,34,-91.60%
Utah,Bryce Canyon NP,"1,464,655",-43.56%,"20,447",-61.10%,0,,"37,491",24.64%,"32,319",36.64%,"1,680",20.52%
Utah,Canyonlands NP,"493,914",-32.71%,0,,0,,"5,606",-38.63%,"4,413",-43.31%,"59,800",-23.03%
Utah,Capitol Reef NP,"981,038",-20.01%,0,,0,,"14,787",-42.38%,"16,005",-33.29%,"2,849",-28.95%
Utah,Cedar Breaks NM,"845,867",45.87%,0,,0,,"3,458",72.55%,"2,971",46.50%,0,
Utah,Dinosaur NM,"68,678",-11.65%,0,,0,,"5,892",-52.68%,"6,018",-62.99%,"5,165",-34.52%
Utah,Glen Canyon NRA,"2,195,589",-37.08%,"5,905",-22.24%,"6,639",-33.85%,257,-58.01%,226,39.51%,"15,300",-82.96%
Utah,Golden Spike NHP,"53,106",-50.90%,0,,0,,0,,0,,0,
Utah,Hovenweep NM,"11,118",-43.92%,0,,0,,295,-66.36%,721,-45.42%,0,
Utah,Natural Bridges NM,"52,542",-40.35%,0,,0,,"1,140",-63.18%,"1,607",-50.75%,0,
Utah,Rainbow Bridge NM,"3,573",-96.90%,0,,0,,0,,0,,0,
Utah,Timpanogos Cave NM,"92,481",-10.66%,0,,0,,0,,0,,0,
Utah,Zion NP,"3,591,254",-19.99%,"29,039",-64.86%,0,,"81,108",-31.43%,"61,792",-21.49%,"4,906",-73.22%
Vermont,Marsh-Billings-Rockefeller NHP,"23,538",-48.81%,0,,0,,0,,0,,0,
Virgin Islands,Buck Island Reef NM,"16,032",-56.77%,0,,0,,0,,0,,0,
Virgin Islands,Christiansted NHS,"23,816",-77.01%,0,,0,,0,,0,,0,
Virgin Islands,Salt River Bay NHP & Ecological Pres,"2,704",-48.15%,0,,0,,0,,0,,0,
Virgin Islands,Virgin Islands NP,"167,540",25.59%,0,,0,,0,,0,,0,
Virginia,Appomattox Court House NHP,"57,513",-43.83%,0,,0,,0,,0,,0,
Virginia,Arlington House The R.E. Lee MEM,0,,0,,0,,0,,0,,0,
Virginia,Assateague Island NS,"1,662,712",5.85%,0,,0,,0,,0,,138,-86.71%
Virginia,Blue Ridge PKWY,"5,357,803",-5.85%,"12,723",-57.88%,0,,"7,029",-39.15%,"3,886",-49.43%,202,-49.25%
Virginia,Booker T. Washington NM,"22,482",-8.76%,0,,0,,0,,0,,0,
Virginia,Colonial NHP,"2,946,594",-11.44%,0,,0,,0,,0,,0,
Virginia,Cumberland Gap NHP,"51,483",4.39%,0,,0,,262,13.42%,997,12.53%,80,110.53%
Virginia,Fredericksburg & Spotsylvania NMP,"838,835",-7.50%,0,,0,,0,,0,,0,
Virginia,George Washington Birthplace NM,"41,970",-69.95%,0,,0,,0,,0,,0,
Virginia,George Washington MEM PKWY,"6,237,361",-16.69%,0,,0,,0,,0,,0,
Virginia,LBJ Memorial Grove on the Potomac,"211,228",-13.52%,0,,0,,0,,0,,0,
Virginia,Maggie L. Walker NHS,"1,849",-80.74%,0,,0,,0,,0,,0,
Virginia,Manassas NBP,"558,036",9.33%,0,,0,,0,,0,,0,
Virginia,Petersburg NB,"152,878",-35.14%,0,,0,,0,,0,,0,
Virginia,Prince William Forest Park,"333,903",-1.70%,0,,"20,915",-30.63%,"11,233",-47.99%,535,-65.51%,295,-3.28%
Virginia,Richmond NBP,"179,598",-8.95%,0,,0,,0,,0,,0,
Virginia,Shenandoah NP,"1,666,265",16.89%,"26,939",-71.76%,0,,"109,455",-8.52%,"47,361",-20.83%,"52,905",63.33%
Virginia,Theodore Roosevelt Island,"153,598",1.38%,0,,0,,0,,0,,0,
Virginia,Wolf Trap NP for the Performing Arts,"30,073",-92.53%,0,,0,,0,,0,,0,
Washington,Fort Vancouver NHS,"670,111",-34.19%,0,,0,,0,,0,,0,
Washington,Klondike Gold Rush NHP Seattle,"13,003",-88.16%,0,,0,,0,,0,,0,
Washington,Lake Chelan NRA,"30,598",-21.11%,"6,665",-30.19%,0,,0,,0,,"5,329",-27.97%
Washington,Lake Roosevelt NRA,"1,519,403",11.82%,"3,300",21.50%,"1,023",-65.30%,"20,473",-34.80%,"18,790",-51.72%,"1,888",-28.73%
Washington,Manhattan Project NHP,265,-99.05%,0,,0,,0,,0,,0,
Washington,Minidoka NHS,"1,983",-73.10%,0,,0,,0,,0,,0,
Washington,Mount Rainier NP,"1,160,754",-22.70%,"5,550",-84.25%,0,,"38,099",-54.29%,"14,337",-52.85%,"30,983",-35.05%
Washington,North Cascades NP,"30,885",-19.17%,0,,0,,0,,0,,"22,966",-16.73%
Washington,Olympic NP,"2,499,177",-23.00%,"50,826",-33.32%,"9,830",-65.68%,"129,320",-3.90%,"66,034",-10.40%,"103,682",7.04%
Washington,Ross Lake NRA,"920,526",-15.43%,"3,623",-54.36%,0,,"43,144",8.91%,"12,999",-7.93%,"22,359",122.34%
Washington,San Juan Island NHP,"426,335",45.75%,0,,0,,0,,0,,0,
Washington,Whitman Mission NHS,"34,933",-27.94%,0,,0,,0,,0,,0,
West Virginia,Bluestone NSR,"25,207",-33.07%,0,,0,,0,,0,,0,
West Virginia,Gauley River NRA,"109,378",-8.30%,0,,0,,465,-88.12%,175,-88.14%,0,
West Virginia,Harpers Ferry NHP,"234,473",-21.73%,0,,0,,0,,0,,0,
West Virginia,New River Gorge NP & PRES,"1,054,374",-11.82%,0,,0,,815,-83.94%,250,-75.78%,0,
Wisconsin,Apostle Islands NL,"219,009",-8.98%,0,,0,,0,,0,,320,-95.69%
Wisconsin,Saint Croix NSR,"399,310",25.12%,0,,0,,0,,0,,"43,684",28.18%
Wyoming,Bighorn Canyon NRA,"97,655",-14.97%,0,,0,-100.00%,"2,001",18090.91%,"8,473",10762.82%,0,
Wyoming,Devils Tower NM,"423,997",-5.94%,0,,0,,0,-100.00%,0,-100.00%,0,
Wyoming,Fort Laramie NHS,"26,066",-39.23%,0,,0,,0,,0,,0,
Wyoming,Fossil Butte NM,"13,176",-35.90%,0,,0,,0,,0,,0,
Wyoming,Grand Teton NP,"3,289,638",-3.41%,"53,969",-74.89%,"314,398",0.72%,0,,0,,"40,249",10.90%
Wyoming,"John D. Rockefeller, Jr. MEM PKWY","1,373,817",-3.70%,"12,137",41.33%,"5,588",17.82%,0,,0,,0,
Wyoming,Yellowstone NP,"1,865,088",-5.32%,"148,443",-77.29%,"402,775",-15.14%,"19,731",-75.65%,"23,290",-70.99%,"33,457",2.94%
